ident;iso_country;iata_code
UIKK;RU;KCK
KCL;US;KCL
LTCN;TR;KCM
KCN;US;KCN
LTBQ;TR;KCO
A79;US;KCQ
KCR;US;KCR
YKCS;AU;KCS
VCCK;LK;KCT
HUMI;UG;KCU
RJOK;JP;KCZ
KCZ;JP;KCZ
GODK;SN;KDA
YKBL;AU;KDB
DBBK;BJ;KDC
OPKH;PK;KDD
AYOW;PG;KDE
OAKN;AF;KDH
WAWW;ID;KDI
FOGJ;GA;KDJ
PAKD;US;KDK
EEKA;EE;KDL
VRMT;MV;KDM
FOGE;GA;KDN
VRMK;MV;KDO
KDP;PG;KDP
KDQ;PG;KDQ
PG-KDR;PG;KDR
KDS;AU;KDS
VTBK;TH;KDT
OPSD;PK;KDU
NFKD;FJ;KDV
KDW;LK;KDW
HSLI;SD;KDX
RU-0200;RU;KDY
KDZ;LK;KDZ
ID-KEA;ID;KEA
KEB;US;KEB
FZQG;CD;KEC
GQNK;MR;KED
FCOK;CG;KEE
BIKF;IS;KEF
KEG;PG;KEG
S60;US;KEH
WAKP;ID;KEI
UNEE;RU;KEJ
KEK;US;KEK
EDHK;DE;KEL
EFKE;FI;KEM
GFKE;SL;KEN
DIOD;CI;KEO
VNNG;NP;KEP
WASE;ID;KEQ
OIKK;IR;KER
CZEE;CA;KES
VYKG;MM;KET
EFHA;FI;KEV
CPV8;CA;KEW
KEX;PG;KEX
HKKR;KE;KEY
KEZ;LK;KEZ
GQNF;MR;KFA
YFDF;AU;KFE
YKKG;AU;KFG
PAKF;US;KFP
LTAL;TR;KFS
FZUA;CD;KGA
AYOE;PG;KGB
YKSC;AU;KGC
UMKK;RU;KGD
AGKG;SB;KGE
UAKK;KZ;KGF
GOTK;SN;KGG
AYJO;PG;KGH
YPKG;AU;KGI
FWKA;MW;KGJ
PAJZ;US;KGK
HRYR;RW;KGL
AYIM;PG;KGM
UKKG;UA;KGO
USRK;RU;KGP
AU-KGR;AU;KGR
LGKO;GR;KGS
ZUKD;CN;KGT
WBKG;MY;KGU
KGW;PG;KGW
KGX;US;KGX
YKRY;AU;KGY
KGZ;US;KGZ
IR-0001;IR;KHA
UKFK;UA;KHC
OICK;IR;KHD
UKOH;UA;KHE
ZWSH;CN;KHG
RCKH;TW;KHH
OPKC;PK;KHI
EFKJ;FI;KHJ
OIBQ;IR;KHK
VYKI;MM;KHM
ZSCN;CN;KHN
ZA-0095;ZA;KHO
ZMHH;MN;KHR
OOKB;OM;KHS
OAKS;AF;KHT
UA-0050;UA;KHU
UHHH;RU;KHV
FBKR;BW;KHW
OITK;IR;KHY
NTKA;PF;KHZ
KIB;US;KIB
KKIC;US;KIC
ESMK;SE;KID
AYKT;PG;KIE
CNM5;CA;KIF
ZA-KIG;ZA;KIG
OIBK;IR;KIH
PG-0048;PG;KII
RJSN;JP;KIJ
ORKK;IQ;KIK
KIL;CD;KIL
FAKM;ZA;KIM
MKJP;JM;KIN
Q51;MH;KIO
KCWC;US;KIP
KIQ;PG;KIQ
EIKY;IE;KIR
HKKI;KE;KIS
LGKC;GR;KIT
KE-KIU;KE;KIU
LUKK;MD;KIV
FLSO;ZM;KIW
RJBB;JP;KIX
HTKI;TZ;KIY
UNKL;RU;KJA
ZUKJ;CN;KJH
ZWKN;CN;KJI
EBKT;BE;KJK
ROKR;JP;KJP
PAKK;US;KKA
KKB;US;KKB
VTUK;TH;KKC
PG-KKD;PG;KKD
NZKK;NZ;KKE
SYKZ;GY;KKG
PADY;US;KKH
Z13;US;KKI
RJFR;JP;KKJ
1KC;US;KKK
KKL;US;KKL
VTBH;TH;KKM
ENKR;NO;KKN
NZKO;NZ;KKO
YKLB;AU;KKP
USDP;RU;KKQ
NTGK;PF;KKR
OIFK;IR;KKS
K50I;US;KKT
KKU;US;KKU
FZCA;CD;KKW
RJKI;JP;KKX
EIKK;IE;KKY
VDKK;KH;KKZ
FLKL;ZM;KLB
GOOK;SN;KLC
UUEM;RU;KLD
FKKH;CM;KLE
UUBC;RU;KLF
PALG;US;KLG
VAKP;IN;KLH
FZFP;CD;KLI
EYKL;LT;KLJ
HKFG;KE;KLK
9Z8;US;KLL
OINE;IR;KLM
PALB;US;KLN
RPVK;PH;KLO
WIPV;ID;KLQ
ESMQ;SE;KLR
KKLS;US;KLS
LOWK;AT;KLU
LKKV;CZ;KLV
PAKW;US;KLW
LGKL;GR;KLX
FZOD;CD;KLY
FAKZ;ZA;KLZ
AYKM;PG;KMA
KMB;PG;KMB
OEKK;SA;KMC
HRZA;RW;KME
KMF;PG;KMF
ZPPP;CN;KMG
FAKU;ZA;KMH
RJFM;JP;KMI
RJFT;JP;KMJ
FCPA;CG;KMK
YKML;AU;KML
KMM;ID;KMM
ID-KMM;ID;KMM
FZSA;CD;KMN
PAMB;US;KMO
FYKT;NA;KMP
RJNK;JP;KMQ
AYRI;PG;KMR
DGSI;GH;KMS
HCMK;SO;KMU
VYKL;MM;KMV
UUBA;RU;KMW
OEKM;SA;KMX
FLKO;ZM;KMZ
SCVM;CL;KNA
FZOA;CD;KND
AYKJ;PG;KNE
EGYM;GB;KNF
WASK;ID;KNG
RCBS;TW;KNH
YKNG;AU;KNI
FCBK;CG;KNJ
PFKK;US;KNK
FZTK;CD;KNM
GUXN;GN;KNN
WIMM;ID;KNO
AO-KNP;AO;KNP
NWWD;NC;KNQ
OIBJ;IR;KNR
YKII;AU;KNS
KTKX;US;KNT
VICX;IN;KNU
PANW;US;KNW
YPKU;AU;KNX
GAKA;ML;KNZ
PHKO;US;KOA
NWWK;NC;KOC
ID-KOD;ID;KOD
WATT;ID;KOE
FAKP;ZA;KOF
YKLA;AU;KOH
EGPA;GB;KOI
RJFK;JP;KOJ
EFKK;FI;KOK
KOM;PG;KOM
VN-KON;VN;KON
FZRQ;CD;KOO
VTUW;TH;KOP
EDCK;DE;KOQ
KOR;PG;KOR
VDSV;KH;KOS
PFKO;US;KOT
FOGK;GA;KOU
UACK;KZ;KOV
ZSGZ;CN;KOW
WABN;ID;KOX
KOY;US;KOY
4K5;US;KOZ
AYKG;PG;KPA
KPB;US;KPB
PAPC;US;KPC
KPE;PG;KPE
AYDL;PG;KPF
WBGP;MY;KPI
KPL;PG;KPL
AYAQ;PG;KPM
PAKI;US;KPN
RKTH;KR;KPO
YKPR;AU;KPP
KPR;US;KPR
YKMP;AU;KPS
K06U;US;KPT
PAPE;US;KPV
KPY;US;KPY
KQA;US;KQA
VIKG;IN;KQH
KQL;PG;KQL
UTDT;TJ;KQT
YKER;AU;KRA
YKMB;AU;KRB
ID-KRC;ID;KRC
YKUR;AU;KRD
HBBO;BI;KRE
ESNK;SE;KRF
SYKS;GY;KRG
EGKR;GB;KRH
AYKK;PG;KRI
KRJ;PG;KRJ
EPKK;PL;KRK
ZWKL;CN;KRL
SYKR;GY;KRM
ESNQ;SE;KRN
USUU;RU;KRO
EKKA;DK;KRP
UKCK;UA;KRQ
URKK;RU;KRR
ENCN;NO;KRS
HSSS;SD;KRT
KRU;PG;KRU
KE-6978;KE;KRV
UTAK;TM;KRW
AYKR;PG;KRX
ZWKM;CN;KRY
FZBT;CD;KRZ
PTSA;FM;KSA
AYNM;PG;KSB
LZKZ;SK;KSC
ESOK;SE;KSD
HUKS;UG;KSE
EDVK;DE;KSF
OICC;IR;KSH
GUKU;GN;KSI
LGKS;GR;KSJ
ESKK;SE;KSK
HSKA;SD;KSL
PASM;US;KSM
UAUU;KZ;KSN
LGKA;GR;KSO
KSP;PG;KSP
UTSL;UZ;KSQ
GASK;ML;KSS
HSKI;SD;KST
ENKB;NO;KSU
YSPV;AU;KSV
LLKS;IL;KSW
AYYR;PG;KSX
LTCF;TR;KSY
ULKK;RU;KSZ
YPKA;AU;KTA
KTB;US;KTB
KTC;CI;KTC
RORK;JP;KTD
WMKE;MY;KTE
NZTK;NZ;KTF
WIOK;ID;KTG
AK56;US;KTH
VDKT;KH;KTI
HKKT;KE;KTL
VNKT;NP;KTM
PAKT;US;KTN
SYKT;GY;KTO
MKTP;JM;KTP
EFIT;FI;KTQ
YPTN;AU;KTR
PFKT;US;KTS
EFKT;FI;KTT
VIKO;IN;KTU
VE-0205;VE;KTV
EPKT;PL;KTW
GAKO;ML;KTX
VCCN;LK;KTY
WMKD;MY;KUA
NGKT;KI;KUC
WBKT;MY;KUD
AGKU;SB;KUE
UWWW;RU;KUF
YKUB;AU;KUG
RJCK;JP;KUH
PFKA;US;KUK
WMKK;MY;KUL
RJFC;JP;KUM
EYKA;LT;KUN
EFKU;FI;KUO
KUP;PG;KUP
AYKU;PG;KUQ
BGKK;GL;KUS
UGKO;GE;KUT
VIBR;IN;KUU
RKJK;KR;KUV
KUX;PG;KUX
PG-KUY;PG;KUY
LGKV;GR;KVA
ESGR;SE;KVB
PAVC;US;KVC
UBBG;AZ;KVD
KVE;PG;KVE
AYKV;PG;KVG
ULMK;RU;KVK
PAVL;US;KVL
UHMO;RU;KVM
UHWK;RU;KVR
USKK;RU;KVX
PKWA;MH;KWA
WARU;ID;KWB
ID-KWB;ID;KWB
ZUGY;CN;KWE
KWF;US;KWF
UKDR;UA;KWG
OAHN;AF;KWH
OKBK;KW;KWI
RKJJ;KR;KWJ
PAGG;US;KWK
ZGKL;CN;KWL
YKOW;AU;KWM
PAQH;US;KWN
PG-KWO;PG;KWO
KWP;US;KWP
AGKW;SB;KWS
PFKW;US;KWT
KWY;KE;KWY
FZQM;CD;KWZ
KXA;US;KXA
FAKD;ZA;KXE
NFNO;FJ;KXF
UHKK;RU;KXK
NTKT;PF;KXU
LTAN;TR;KYA
RCLY;TW;KYD
OLKA;LB;KYE
YYLR;AU;KYF
YYTA;AU;KYI
PAKY;US;KYK
KX39;US;KYO
VYKP;MM;KYP
GAKY;ML;KYS
VYKU;MM;KYT
PFKU;US;KYU
AYYE;PG;KYX
UNKY;RU;KYZ
KZB;US;KZB
VDKH;KH;KZC
VDSY;KH;KZD
KZF;PG;KZF
ETIN;DE;KZG
LGKZ;GR;KZI
UWKD;RU;KZN
UAOO;KZ;KZO
LTBZ;TR;KZR
LGKJ;GR;KZS
KLAA;US;LAA
AYLB;PG;LAB
LAC;MY;LAC
FNLU;AO;LAD
AYNZ;PG;LAE
KLAF;US;LAF
VE-0206;VE;LAG
WAPH;ID;LAH
LFRO;FR;LAI
SBLJ;BR;LAJ
CYKD;CA;LAK
KLAL;US;LAL
KLAM;US;LAM
KLAN;US;LAN
RPLI;PH;LAO
MMLP;MX;LAP
HLLQ;LY;LAQ
KLAR;US;LAR
KLAS;US;LAS
HKLU;KE;LAU
KLAW;US;LAW
KLAX;US;LAX
FALY;ZA;LAY
SBLP;BR;LAZ
EGNM;GB;LBA
KLBB;US;LBB
EDHL;DE;LBC
UTDL;TJ;LBD
KLBE;US;LBE
KLBF;US;LBF
LFPB;FR;LBG
LBH;AU;LBH
LFCI;FR;LBI
WATO;ID;LBJ
KE-LBK;KE;LBK
KLBL;US;LBL
LBM;MZ;LBM
KE-LBN;KE;LBN
FZVI;CD;LBO
MY-LBP;MY;LBP
FOGR;GA;LBQ
SWLB;BR;LBR
NFNL;FJ;LBS
KLBT;US;LBT
WBKL;MY;LBU
FOOL;GA;LBV
WRLB;ID;LBW
RPLU;PH;LBX
LFRE;FR;LBY
FNLK;AO;LBZ
LCLK;CY;LCA
SWBG;BR;LCB
LIBN;IT;LCC
FALO;ZA;LCD
MHLC;HN;LCE
MGRD;GT;LCF
LECO;ES;LCG
KLCH;US;LCH
KLCI;US;LCI
EPLL;PL;LCJ
KLCK;US;LCK
MULM;CU;LCL
SACC;AR;LCM
YBLC;AU;LCN
FCBL;CG;LCO
LCP;AR;LCP
KLCQ;US;LCQ
CO-LCR;CO;LCR
LIQL;IT;LCV
ZSLD;CN;LCX
EGLC;GB;LCY
VEMH;IN;LDA
SBLO;BR;LDB
YLIN;AU;LDC
LFBT;FR;LDE
ULAL;RU;LDG
YLHI;AU;LDH
HTLI;TZ;LDI
KLDJ;US;LDJ
ESGL;SE;LDK
KLDM;US;LDM
VNLD;NP;LDN
GY-LDO;SR;LDO
ZYLD;CN;LDS
WBKD;MY;LDU
LFRJ;FR;LDV
LDW;AU;LDW
SOOM;GF;LDX
EGAE;GB;LDY
FALD;ZA;LDZ
YPLM;AU;LEA
KLEB;US;LEB
SBLE;BR;LEC
ULLI;RU;LED
KLEE;US;LEE
FXLK;LS;LEF
LFOH;FR;LEH
LEAM;ES;LEI
EDDP;DE;LEJ
GULB;GN;LEK
YLEV;AU;LEL
KLEM;US;LEM
LELN;ES;LEN
LEO;GA;LEO
SNDN;BR;LEP
EGHC;GB;LEQ
YLST;AU;LER
FXLS;LS;LES
SKLT;CO;LET
LESU;ES;LEU
NFNB;FJ;LEV
KLEW;US;LEW
KLEX;US;LEX
EHLE;NL;LEY
MHLE;HN;LEZ
FQLU;MZ;LFB
KLFI;US;LFI
KLFK;US;LFK
OISR;IR;LFM
KLHZ;US;LFN
HAKL;ET;LFO
YLFD;AU;LFP
ZBLF;CN;LFQ
SVLF;VE;LFR
KLFT;US;LFT
DXXX;TG;LFW
KLGA;US;LGA
KLGB;US;LGB
KLGC;US;LGC
KLGD;US;LGD
LGE;AU;LGE
KLGF;US;LGF
EBLG;BE;LGG
YLEC;AU;LGH
MYLD;BS;LGI
WMKL;MY;LGK
WBGF;MY;LGL
LGN;PG;LGN
EDWL;DE;LGO
RPLP;PH;LGP
SENL;EC;LGQ
SCHR;CL;LGR
SAMM;AR;LGS
SKGA;CO;LGT
KLGU;US;LGU
EGKK;GB;LGW
HCMJ;SO;LGX
VE-0114;VE;LGY
EDTL;DE;LHA
OPLA;PK;LHE
YLRD;AU;LHG
WAJL;ID;LHI
ZHGH;CN;LHK
EGLL;GB;LHR
SAVH;AR;LHS
FYLS;NA;LHU
KLHV;US;LHV
ZLLL;CN;LHW
ZULP;CN;LIA
YLIM;AU;LIB
KLIC;US;LIC
FZFA;CD;LIE
NWWL;NC;LIF
LFBL;FR;LIG
PHLI;US;LIH
WAJM;ID;LII
MH-LIK;MH;LIK
LFQQ;FR;LIL
SPIM;PE;LIM
LIML;IT;LIN
MRLM;CR;LIO
SBLN;BR;LIP
FZGA;CD;LIQ
MRLB;CR;LIR
LPPT;PT;LIS
KLIT;US;LIT
4AK;US;LIV
VYLK;MM;LIW
FWLK;MW;LIX
KLHW;US;LIY
ME16;US;LIZ
FZVA;CD;LJA
ZPLJ;CN;LJG
KLBX;US;LJN
LJLJ;SI;LJU
WRKL;ID;LKA
NFNK;FJ;LKB
LKC;CG;LKC
YLND;AU;LKD
W55;US;LKE
HKLK;KE;LKG
WBGL;MY;LKH
PAKL;US;LKK
ENNA;NO;LKL
ENLK;NO;LKN
VILK;IN;LKO
KLKP;US;LKP
KE-LKU;KE;LKU
KLKV;US;LKV
OOLK;OM;LKW
HTLM;TZ;LKY
EGUL;GB;LKZ
ESPA;SE;LLA
ZULB;CN;LLB
FAMN;ZA;LLE
ZGLG;CN;LLF
YCGO;AU;LLG
LLH;HN;LLH
HALL;ET;LLI
VGLM;BD;LLJ
UBBL;AZ;LLK
LLL;AU;LLL
MY-LLM;MY;LLM
ID-LLN;ID;LLN
SATK;AR;LLS
ZBLL;CN;LLV
FWKI;MW;LLW
KCDA;US;LLX
KVAY;US;LLY
PAMH;US;LMA
FWSM;MW;LMB
SK-307;CO;LMC
LMC;CO;LMC
AR-0011;AR;LMD
LFRM;FR;LME
PG-LMI;PG;LMI
MH-LML;MH;LML
MMLM;MX;LMM
WBGJ;MY;LMN
EGQS;GB;LMO
LICD;IT;LMP
HLMB;LY;LMQ
FALC;ZA;LMR
KLMS;US;LMS
KLMT;US;LMT
PG-LMY;PG;LMY
LMZ;MZ;LMZ
KLNA;US;LNA
NVSM;VU;LNB
LNC;PG;LNC
KLND;US;LND
NVSO;VU;LNE
LNF;PG;LNF
AYLS;PG;LNG
YLKN;AU;LNH
AK71;US;LNI
CN-0040;CN;LNJ
KLNK;US;LNK
ZLLN;CN;LNL
LNM;PG;LNM
KLNN;US;LNN
YLEO;AU;LNO
KLNP;US;LNP
KLNR;US;LNR
KLNS;US;LNS
AYKY;PG;LNV
XUBS;RU;LNX
PHNY;US;LNY
LOWL;AT;LNZ
YLOR;AU;LOA
SCAN;CL;LOB
YLOK;AU;LOC
NVSG;VU;LOD
VTUL;TH;LOE
SETM;EC;LOH
SSLN;BR;LOI
HKLO;KE;LOK
KLOL;US;LOL
LOM;MX;LOM
DAUL;DZ;LOO
WADL;ID;LOP
FBLO;BW;LOQ
DNMM;NG;LOS
KLOT;US;LOT
KLOU;US;LOU
MMMV;MX;LOV
KLKU;US;LOW
HKLY;KE;LOY
KLOZ;US;LOZ
GCLP;ES;LPA
SLLP;BO;LPB
KLPC;US;LPC
SKLP;CO;LPD
SK-462;CO;LPE
SK-521;CO;LPE
ZUPS;CN;LPF
SADL;AR;LPG
ESSL;SE;LPI
SVAS;VE;LPJ
UUOL;RU;LPK
EGGP;GB;LPL
NVSL;VU;LPM
AYLP;PG;LPN
KPPO;US;LPO
EFLP;FI;LPP
VLLB;LA;LPQ
S31;US;LPS
VTCL;TH;LPT
WRLP;ID;LPU
EVLA;LV;LPX
LFHP;FR;LPY
KLQK;US;LQK
SKLG;CO;LQM
OAQN;AF;LQN
LGLR;GR;LRA
FXLR;LS;LRB
KLRD;US;LRD
YLRE;AU;LRE
KLRF;US;LRF
OPLL;PK;LRG
LFBH;FR;LRH
KLRJ;US;LRJ
DXNG;TG;LRL
MDLR;DO;LRM
CJC8;CA;LRQ
OISL;IR;LRR
LGLE;GR;LRS
LFRH;FR;LRT
KLRU;US;LRU
SVRS;VE;LRV
AYKA;PG;LSA
KLSB;US;LSB
SCSE;CL;LSC
KLSE;US;LSE
KLSF;US;LSF
VYLS;MM;LSH
EGPB;GB;LSI
AYLX;PG;LSJ
KLSK;US;LSK
MRLC;CR;LSL
WBGD;MY;LSM
KLSN;US;LSN
LFOO;FR;LSO
SVJC;VE;LSP
SCGE;CL;LSQ
TFFS;GP;LSS
YMLT;AU;LST
WBGU;MY;LSU
KLSV;US;LSV
WITM;ID;LSW
WITL;ID;LSX
YLIS;AU;LSY
LDLO;HR;LSZ
FATZ;ZA;LTA
FTTH;TD;LTC
HLTD;LY;LTD
LTF;PG;LTF
VNLT;NP;LTG
ZMAT;MN;LTI
OSLK;SY;LTK
FOOR;GA;LTL
SYLT;GY;LTM
EGGW;GB;LTN
MMLT;MX;LTO
YLHS;AU;LTP
LFAT;FR;LTQ
EILT;IE;LTR
KLTS;US;LTS
LFTZ;FR;LTT
VO55;IN;LTU
YLOV;AU;LTV
K2W6;US;LTW
SELT;EC;LTX
VNLK;NP;LUA
SYLP;GY;LUB
NFNH;FJ;LUC
FYLZ;NA;LUD
LZLU;SK;LUE
KLUF;US;LUF
LSZA;CH;LUG
VILD;IN;LUH
MHCR;HN;LUI
FALK;ZA;LUJ
KLUK;US;LUK
KLUL;US;LUL
ZPLX;CN;LUM
FLLS;ZM;LUN
FNUE;AO;LUO
PHLU;US;LUP
SAOU;AR;LUQ
PALU;US;LUR
FZCE;CD;LUS
YLRS;AU;LUT
YLRA;AU;LUU
WAPL;ID;LUV
WAMW;ID;LUW
ELLX;LU;LUX
TZ-LUY;TZ;LUY
LUZ;PL;LUZ
LFOV;FR;LVA
2AK;US;LVD
FLLI;ZM;LVI
KLVK;US;LVK
KLVL;US;LVL
KLVM;US;LVM
YLTN;AU;LVO
OIBV;IR;LVP
SILC;BR;LVR
KLVS;US;LVS
LWA;PH;LWA
KLWB;US;LWB
KLWC;US;LWC
ID-LWE;ID;LWE
YLAH;AU;LWH
AYLO;PG;LWI
EGET;GB;LWK
KLWL;US;LWL
KLWM;US;LWM
UDSG;AM;LWN
UKLL;UA;LWO
EHLW;NL;LWR
KLWS;US;LWS
KLWT;US;LWT
KLWV;US;LWV
WBGW;MY;LWY
ZULS;CN;LXA
VLLN;LA;LXG
KLXN;US;LXN
HELX;EG;LXR
LGLM;GR;LXS
FLLK;ZM;LXU
KLXV;US;LXV
ZHLY;CN;LYA
MWCL;KY;LYB
ESNL;SE;LYC
ZSLG;CN;LYG
KLYH;US;LYH
ZSLY;CN;LYI
ID-LYK;ID;LYK
LFLY;FR;LYN
KLYO;US;LYO
OPFA;PK;LYP
ENSB;NO;LYR
LFLL;FR;LYS
AU-0081;AU;LYT
KELO;US;LYU
EGMD;GB;LYX
FZUG;CD;LZA
MMLC;MX;LZC
ZGZH;CN;LZH
FZAL;CD;LZI
FNLZ;AO;LZM
RCFG;TW;LZN
ZULZ;CN;LZO
YLZI;AU;LZR
KLZU;US;LZU
ZUNZ;CN;LZY
VOMM;IN;MAA
SBMA;BR;MAB
KMAC;US;MAC
LEMD;ES;MAD
KMAE;US;MAE
KMAF;US;MAF
AYMD;PG;MAG
LEMH;ES;MAH
FWMG;MW;MAI
PKMJ;MH;MAJ
HSSM;SS;MAK
WAPE;ID;MAL
MMMA;MX;MAM
EGCC;GB;MAN
SBEG;BR;MAO
MAP;PG;MAP
VTPM;TH;MAQ
SVMC;VE;MAR
AYMO;PG;MAS
FZAM;CD;MAT
NTTP;PF;MAU
MH-MAV;MH;MAV
KMAW;US;MAW
GOSM;SN;MAX
MYAB;BS;MAY
TJMZ;PR;MAZ
HKMO;KE;MBA
YMBL;AU;MBB
FOGG;GA;MBC
FAMM;ZA;MBD
RJEB;JP;MBE
KMBG;US;MBG
YMYB;AU;MBH
HTGW;TZ;MBI
MKJS;JM;MBJ
SWXM;BR;MBK
KMBL;US;MBL
ZA-0096;ZA;MBM
RPUM;PH;MBO
SPBB;PE;MBP
HUMA;UG;MBQ
KMBS;US;MBS
RPVJ;PH;MBT
AGGI;SB;MBU
AYSX;PG;MBV
YMMB;AU;MBW
LJMB;SI;MBX
KMBY;US;MBY
SWMW;BR;MBZ
GUMA;GN;MCA
KMCB;US;MCB
KMCC;US;MCC
KMCD;US;MCD
KMCE;US;MCE
KMCF;US;MCF
PAMC;US;MCG
SEMH;EC;MCH
KMCI;US;MCI
SKLM;CO;MCJ
KMCK;US;MCK
PAIN;US;MCL
KMCN;US;MCN
KMCO;US;MCO
SBMQ;BR;MCP
LHMC;HU;MCQ
MGMM;GT;MCR
SARM;AR;MCS
OOMS;OM;MCT
LFBK;FR;MCU
YMHU;AU;MCV
KMCW;US;MCW
URML;RU;MCX
YBMC;AU;MCY
SBMO;BR;MCZ
BZ-MDB;BZ;MDB
WAMM;ID;MDC
KMDD;US;MDD
SKRG;CO;MDE
KMDZ;US;MDF
ZYMD;CN;MDG
KMDH;US;MDH
DNMK;NG;MDI
KS33;US;MDJ
FZEA;CD;MDK
VYMD;MM;MDL
AYDK;PG;MDM
KIMS;US;MDN
PAMD;US;MDO
WAKD;ID;MDP
SAZM;AR;MDQ
MDR;US;MDR
MBMC;TC;MDS
KMDT;US;MDT
AYMN;PG;MDU
MDV;GQ;MDV
KMDW;US;MDW
SATM;AR;MDX
PMDY;UM;MDY
SAME;AR;MDZ
SBME;BR;MEA
YMEN;AU;MEB
SEMT;EC;MEC
OEMA;SA;MED
NWWR;NC;MEE
MEF;TD;MEF
FNMA;AO;MEG
ENMH;NO;MEH
KMEI;US;MEI
KGKJ;US;MEJ
GMFM;MA;MEK
YMML;AU;MEL
KMEM;US;MEM
LFNB;FR;MEN
KMQI;US;MEO
WMAU;MY;MEP
WITC;ID;MEQ
KMER;US;MER
WIMK;ID;MES
YMOT;AU;MET
SBMD;BR;MEU
KMEV;US;MEV
FZVM;CD;MEW
MMMX;MX;MEX
VNMG;NP;MEY
FAMH;ZA;MEZ
HTMA;TZ;MFA
SK-481;CO;MFB
FXMF;LS;MFC
KMFD;US;MFD
KMFE;US;MFE
FOOD;GA;MFF
OPMF;PK;MFG
K67L;US;MFH
KMFI;US;MFI
NFMO;FJ;MFJ
RCMT;TW;MFK
YWDV;AU;MFL
VMMC;MO;MFM
NZMF;NZ;MFN
AYNG;PG;MFO
YMCR;AU;MFP
DRRM;NE;MFQ
KMFR;US;MFR
SKMF;CO;MFS
PE-MFT;PE;MFT
FLMF;ZM;MFU
KMFV;US;MFV
LFKX;FR;MFX
AYES;PG;MFZ
MNMG;NI;MGA
YMTG;AU;MGB
KMGC;US;MGC
SLMG;BO;MGD
KMGE;US;MGE
SBMG;BR;MGF
FAMG;ZA;MGH
KMGJ;US;MGJ
VYMT;MM;MGK
EDLN;DE;MGL
KMGM;US;MGM
SKMG;CO;MGN
MGP;PG;MGP
HCMM;SO;MGQ
KMGR;US;MGR
NCMG;CK;MGS
YMGB;AU;MGT
VYMN;MM;MGU
YMGR;AU;MGV
KMGW;US;MGW
FOGI;GA;MGX
KMGY;US;MGY
VYME;MM;MGZ
SYMD;GY;MHA
SCPQ;CL;MHC
OIMM;IR;MHD
KMHE;US;MHE
SK-482;CO;MHF
EDFM;DE;MHG
MYAM;BS;MHH
HDMO;DJ;MHI
KMHK;US;MHK
KMHL;US;MHL
MHN;US;MHN
YMHO;AU;MHO
EFMA;FI;MHQ
KMHR;US;MHR
1O6;US;MHS
KMHT;US;MHT
YHOT;AU;MHU
KMHV;US;MHV
SLAG;BO;MHW
NCMH;CK;MHX
MHY;PG;MHY
EGUN;GB;MHZ
KMIA;US;MIA
KMIB;US;MIB
MMMD;MX;MID
KMIE;US;MIE
KE01;US;MIF
ZUMY;CN;MIG
YMIP;AU;MIH
SBML;BR;MII
MLIP;MH;MIJ
EFMI;FI;MIK
YMER;AU;MIM
YMPA;AU;MIN
LLRM;IL;MIP
DTMB;TN;MIR
AYMS;PG;MIS
KMIT;US;MIT
DNMA;NG;MIU
KMIV;US;MIV
YMTA;AU;MIY
MIZ;AU;MIZ
FMSJ;MG;MJA
MH-MJB;MH;MJB
DIMN;CI;MJC
OPMJ;PK;MJD
MH-MJE;MH;MJE
ENMS;NO;MJF
MUMJ;CU;MJG
HLLM;LY;MJI
MJJ;PG;MJJ
YSHK;AU;MJK
FOGM;GA;MJL
FZWA;CD;MJM
FMNM;MG;MJN
FYME;NA;MJO
YMJM;AU;MJP
SA14;AR;MJR
MJS;MZ;MJS
LGMT;GR;MJT
WAAJ;ID;MJU
LELC;ES;MJV
FVMH;ZW;MJW
KMJX;US;MJX
ID-MJY;ID;MJY
UERR;RU;MJZ
LKMR;CZ;MKA
FOOE;GA;MKB
KMKC;US;MKC
KMKE;US;MKE
KMKG;US;MKG
FXMK;LS;MKH
FEGE;CF;MKI
FCOM;CG;MKJ
PHMK;US;MKK
KMKL;US;MKL
WBGK;MY;MKM
MKN;PG;MKN
NTGM;PF;MKP
WAKK;ID;MKQ
YMEK;AU;MKR
HAMA;ET;MKS
FOOK;GA;MKU
YMVG;AU;MKV
WASR;ID;MKW
YBMK;AU;MKY
WMKM;MY;MKZ
LMML;MT;MLA
KMLB;US;MLB
KMLC;US;MLC
VRMM;MV;MLE
WARA;ID;MLG
KMLI;US;MLI
KM75;US;MLK
PADM;US;MLL
MMMM;MX;MLM
GEML;ES;MLN
LGML;GR;MLO
RPMM;PH;MLP
MLQ;PG;MLQ
YMCT;AU;MLR
KMLS;US;MLS
KMLU;US;MLU
YMEU;AU;MLV
GLMR;LR;MLW
LTAT;TR;MLX
PAML;US;MLY
SUMO;UY;MLZ
RJCM;JP;MMB
MMDM;MX;MMC
ROMD;JP;MMD
EGNV;GB;MME
FKKF;CM;MMF
YMOG;AU;MMG
KMMH;US;MMH
KMMI;US;MMI
RJAF;JP;MMJ
ULMM;RU;MMK
KMML;US;MML
YMMU;AU;MMM
GVMA;CV;MMO
FLBA;ZM;MMQ
KMMS;US;MMS
KMMT;US;MMT
KMMU;US;MMU
MMV;PG;MMV
ESMS;SE;MMX
ROMY;JP;MMY
OAMN;AF;MMZ
WAMN;ID;MNA
FZAG;CD;MNB
FQNC;MZ;MNC
