ident;iso_country;iata_code
CYCC;CA;YCC
CYCD;CA;YCD
CYCE;CA;YCE
YCF;CA;YCF
CYCG;CA;YCG
CYCH;CA;YCH
CYVL;CA;YCK
CYCL;CA;YCL
CYSN;CA;YCM
CYCN;CA;YCN
CYCO;CA;YCO
CYCQ;CA;YCQ
CYCR;CA;YCR
CYCS;CA;YCS
CYCT;CA;YCT
ZBYC;CN;YCU
CYCW;CA;YCW
CYCY;CA;YCY
CYCZ;CA;YCZ
CYDA;CA;YDA
CYDB;CA;YDB
CER3;CA;YDC
CYDF;CA;YDF
CYID;CA;YDG
CJL2;CA;YDJ
CYDL;CA;YDL
CYDN;CA;YDN
CYDO;CA;YDO
CYDP;CA;YDP
CYDQ;CA;YDQ
CZBB;CA;YDT
CJL8;CA;YDU
CZTA;CA;YDV
CKV4;CA;YDW
CPF2;CA;YEB
RKTY;KR;YEC
CYEG;CA;YEG
LTBR;TR;YEI
CYEK;CA;YEK
CYEL;CA;YEL
CYEM;CA;YEM
CYEN;CA;YEN
EGDY;GB;YEO
YEQ;PG;YEQ
CYER;CA;YER
OISY;IR;YES
CYET;CA;YET
CYEU;CA;YEU
CYEV;CA;YEV
CYEY;CA;YEY
CYFA;CA;YFA
CYFB;CA;YFB
CYFC;CA;YFC
CYFE;CA;YFE
CTU2;CA;YFG
CYFH;CA;YFH
CFG6;CA;YFI
CFJ2;CA;YFJ
CJN8;CA;YFL
CYFO;CA;YFO
CYFR;CA;YFR
CYFS;CA;YFS
CCK4;CA;YFX
CYGB;CA;YGB
CEQ5;CA;YGC
YGE;CA;YGE
CAX6;CA;YGG
CYGH;CA;YGH
RJOH;JP;YGJ
CYGK;CA;YGK
CYGL;CA;YGL
CYGM;CA;YGM
YGN;CA;YGN
CYGO;CA;YGO
CYGP;CA;YGP
CYGQ;CA;YGQ
CYGR;CA;YGR
CYGT;CA;YGT
CYGV;CA;YGV
CYGW;CA;YGW
CYGX;CA;YGX
CYGZ;CA;YGZ
CCP4;CA;YHA
CYHB;CA;YHB
CYHD;CA;YHD
CYHE;CA;YHE
CYHF;CA;YHF
CAE3;CA;YHH
CYHI;CA;YHI
CYHK;CA;YHK
CYHM;CA;YHM
CYHN;CA;YHN
CYHO;CA;YHO
CPV7;CA;YHP
CYHR;CA;YHR
CAP3;CA;YHS
CYHT;CA;YHT
CYHU;CA;YHU
CYHY;CA;YHY
CYHZ;CA;YHZ
CYIB;CA;YIB
ZSYC;CN;YIC
ZBES;CN;YIE
CYIF;CA;YIF
CAF6;CA;YIG
ZHYC;CN;YIH
CYIK;CA;YIK
ZWYN;CN;YIN
CYIO;CA;YIO
KYIP;US;YIP
CYIV;CA;YIV
ZSYW;CN;YIW
CYJA;CA;YJA
CYJF;CA;YJF
CYJN;CA;YJN
CEC4;CA;YJP
KP-0029;KP;YJS
CYJT;CA;YJT
CYKA;CA;YKA
CYKC;CA;YKC
CYKM;CA;YKD
CJT3;CA;YKE
CYKF;CA;YKF
CYAS;CA;YKG
ZYYK;CN;YKH
CYKJ;CA;YKJ
CAP7;CA;YKK
CYKL;CA;YKL
KYKM;US;YKM
KYKN;US;YKN
LTCW;TR;YKO
CYKQ;CA;YKQ
UEEE;RU;YKS
YKT;CA;YKT
CSU2;CA;YKU
CYKX;CA;YKX
CYKY;CA;YKY
CYKZ;CA;YKZ
CYLB;CA;YLB
CYLC;CA;YLC
CYLD;CA;YLD
CEM3;CA;YLE
YYAL;AU;YLG
CYLH;CA;YLH
EFYL;FI;YLI
CYLJ;CA;YLJ
CYLS;CA;YLK
CYLL;CA;YLL
YLP;CA;YLP
CYLQ;CA;YLQ
CYLR;CA;YLR
CSH4;CA;YLS
CYLT;CA;YLT
UBEE;AZ;YLV
CYLW;CA;YLW
CYNJ;CA;YLY
CYMA;CA;YMA
CAD5;CA;YMB
CYME;CA;YME
CYMG;CA;YMG
CYMH;CA;YMH
CYMJ;CA;YMJ
USDK;RU;YMK
CYML;CA;YML
CYMM;CA;YMM
CYFT;CA;YMN
CYMO;CA;YMO
CAT5;CA;YMP
SPMS;PE;YMS
CYMT;CA;YMT
CAV7;CA;YMU
CA-0504;CA;YMV
CYMW;CA;YMW
CYMX;CA;YMX
CYNA;CA;YNA
OEYN;SA;YNB
CYNC;CA;YNC
CYND;CA;YND
CYNE;CA;YNE
KYNG;US;YNG
CYNH;CA;YNH
ZYYJ;CN;YNJ
CYNL;CA;YNL
CYNM;CA;YNM
CKQ3;CA;YNO
CNH2;CA;YNP
CYHH;CA;YNS
ZSYT;CN;YNT
CSK6;CA;YNX
RKNY;KR;YNY
ZSYN;CN;YNZ
CYOA;CA;YOA
CYOC;CA;YOC
CYOD;CA;YOD
CFM4;CA;YOE
CNT3;CA;YOG
CYOH;CA;YOH
YOI;CA;YOI
CYOJ;CA;YOJ
DNYO;NG;YOL
VQ10;BT;YON
CYOO;CA;YOO
CYOP;CA;YOP
CYOS;CA;YOS
LLYO;IL;YOT
CYOW;CA;YOW
CYPA;CA;YPA
CBS8;CA;YPB
CYPC;CA;YPC
CNK4;CA;YPD
CYPE;CA;YPE
CYPG;CA;YPG
CYPH;CA;YPH
CYLA;CA;YPJ
CYPL;CA;YPL
CYPM;CA;YPM
CYPN;CA;YPN
CYPO;CA;YPO
CYPQ;CA;YPQ
CYPR;CA;YPR
CYPD;CA;YPS
CAG8;CA;YPT
CYPW;CA;YPW
CYPX;CA;YPX
CYPY;CA;YPY
CYPZ;CA;YPZ
CYQA;CA;YQA
CYQB;CA;YQB
CYHA;CA;YQC
CYQD;CA;YQD
CYQF;CA;YQF
CYQG;CA;YQG
CYQH;CA;YQH
CYQI;CA;YQI
YQJ;CA;YQJ
CYQK;CA;YQK
CYQL;CA;YQL
CYQM;CA;YQM
CYQN;CA;YQN
CYQQ;CA;YQQ
CYQR;CA;YQR
CYQS;CA;YQS
CYQT;CA;YQT
CYQU;CA;YQU
CYQV;CA;YQV
CYQW;CA;YQW
CYQX;CA;YQX
CYQY;CA;YQY
CYQZ;CA;YQZ
CYRA;CA;YRA
CYRB;CA;YRB
YRC;CA;YRC
YRD;CA;YRD
CYCA;CA;YRF
CCZ2;CA;YRG
CYRI;CA;YRI
CYRJ;CA;YRJ
CYRL;CA;YRL
CYRM;CA;YRM
CAU8;CA;YRN
CYRO;CA;YRO
CYRQ;CA;YRQ
CA-0446;CA;YRR
CYRS;CA;YRS
CYRT;CA;YRT
CYRV;CA;YRV
CSB2;CA;YSA
CYSB;CA;YSB
CYSC;CA;YSC
CYSE;CA;YSE
CYSF;CA;YSF
CYLK;CA;YSG
CYSH;CA;YSH
CPS9;CA;YSI
CYSJ;CA;YSJ
CYSK;CA;YSK
CYSL;CA;YSL
CYSM;CA;YSM
CZAM;CA;YSN
CCD4;CA;YSO
CYSP;CA;YSP
ZYSQ;CN;YSQ
CYST;CA;YST
CYSU;CA;YSU
CAW8;CA;YSX
CYSY;CA;YSY
CYTA;CA;YTA
CAY4;CA;YTB
CZLQ;CA;YTD
CYTE;CA;YTE
CYTF;CA;YTF
CAV5;CA;YTG
CYTH;CA;YTH
CYTL;CA;YTL
CYFJ;CA;YTM
CAB4;CA;YTP
CYTQ;CA;YTQ
CYTR;CA;YTR
CYTS;CA;YTS
CJY3;CA;YTT
YTY;CN;YTY
ZSYA;CN;YTY
CYTZ;CA;YTZ
CN-0012;CN;YUA
CYUB;CA;YUB
CYMU;CA;YUD
YYND;AU;YUE
CYUL;CA;YUL
KNYL;US;YUM
ZYLS;CN;YUS
CYUT;CA;YUT
CYUX;CA;YUX
CYUY;CA;YUY
FMCN;KM;YVA
CYVB;CA;YVB
CYVC;CA;YVC
AYXE;PG;YVD
CYVK;CA;YVE
CYVG;CA;YVG
CYVM;CA;YVM
CYVO;CA;YVO
CYVP;CA;YVP
CYVQ;CA;YVQ
CYVR;CA;YVR
CYVT;CA;YVT
CYVV;CA;YVV
CYVZ;CA;YVZ
CYWA;CA;YWA
CYKG;CA;YWB
CYWG;CA;YWG
CYWH;CA;YWH
CYWJ;CA;YWJ
CYWK;CA;YWK
CYWL;CA;YWL
CCA6;CA;YWM
CYWP;CA;YWP
CTM3;CA;YWQ
CNJ8;CA;YWR
CAE5;CA;YWS
CYWY;CA;YWY
CYXC;CA;YXC
CYXE;CA;YXE
CYXH;CA;YXH
CYXJ;CA;YXJ
CYXK;CA;YXK
CYXL;CA;YXL
CYXN;CA;YXN
CYXP;CA;YXP
CYXQ;CA;YXQ
CYXR;CA;YXR
CYXS;CA;YXS
CYXT;CA;YXT
CYXU;CA;YXU
CYXX;CA;YXX
CYXY;CA;YXY
CYXZ;CA;YXZ
YYA;CN;YYA
CYYB;CA;YYB
CYYC;CA;YYC
CYYD;CA;YYD
CYYE;CA;YYE
CYYF;CA;YYF
CYYG;CA;YYG
CYYH;CA;YYH
CYYJ;CA;YYJ
CYYL;CA;YYL
CYYM;CA;YYM
CYYN;CA;YYN
CYYQ;CA;YYQ
CYYR;CA;YYR
CYYT;CA;YYT
CYYU;CA;YYU
CYYW;CA;YYW
CYYY;CA;YYY
CYYZ;CA;YYZ
CAZ5;CA;YZA
CYZD;CA;YZD
CYZE;CA;YZE
CYZF;CA;YZF
CYZG;CA;YZG
CYZH;CA;YZH
CYZP;CA;YZP
CYZR;CA;YZR
CYZS;CA;YZS
CYZT;CA;YZT
CYZU;CA;YZU
CYZV;CA;YZV
CYZW;CA;YZW
CYZX;CA;YZX
CN-0143;CN;YZY
CAD4;CA;YZZ
CZAC;CA;ZAC
LDZD;HR;ZAD
LDZA;HR;ZAG
OIZH;IR;ZAH
OAZJ;AF;ZAJ
SCVD;CL;ZAL
RPMZ;PH;ZAM
LFCC;FR;ZAO
DNZA;NG;ZAR
ZPZT;CN;ZAT
LEZG;ES;ZAZ
LKZA;CZ;ZBE
CZBF;CA;ZBF
CZBM;CA;ZBM
YBWN;AU;ZBO
OIZC;IR;ZBR
VLSB;LA;ZBY
MMZC;MX;ZCL
ETHC;DE;ZCN
SCQP;CL;ZCO
ZDY;AE;ZDY
FASC;ZA;ZEC
ID-ZEG;ID;ZEG
CBBC;CA;ZEL
CZEM;CA;ZEM
ZEN;PG;ZEN
VEZO;IN;ZER
CZFA;CA;ZFA
CZFD;CA;ZFD
CZFM;CA;ZFM
CZFN;CA;ZFN
CEB5;CA;ZFW
CZGF;CA;ZGF
CZGI;CA;ZGI
YSGW;AU;ZGL
FLNA;ZM;ZGM
CZGR;CA;ZGR
CTT5;CA;ZGS
NVSQ;VU;ZGU
ZGZJ;CN;ZHA
LSZG;CH;ZHI
VGSH;BD;ZHM
CZHP;CA;ZHP
ZLZW;CN;ZHY
UUBW;RU;ZIA
SCTO;CL;ZIC
GOGG;SN;ZIG
MMZH;MX;ZIH
HLZN;LY;ZIS
UWKV;RU;ZIX
CZJG;CA;ZJG
LSZL;CH;ZJI
CZJN;CA;ZJN
FLKY;ZM;ZKB
CZKE;CA;ZKE
CTK6;CA;ZKG
CN-0051;CN;ZKL
FOOS;GA;ZKM
UESU;RU;ZKP
MMZO;MX;ZLO
SCLN;CL;ZLR
CTU5;CA;ZLT
HSZA;SD;ZLX
ZMD;BR;ZMD
EDBM;DE;ZMG
CZML;CA;ZMH
MMZM;MX;ZMM
CZMT;CA;ZMT
CAC8;CA;ZNA
ZNC;US;ZNC
DRZR;NE;ZND
YNWN;AU;ZNE
HTZA;TZ;ZNZ
CAH2;CA;ZOF
SCJO;CL;ZOS
CZPB;CA;ZPB
SCPC;CL;ZPC
KZPH;US;ZPH
CZPO;CA;ZPO
EDTD;DE;ZQL
NZQN;NZ;ZQN
EDRZ;DE;ZQW
CN-0024;CN;ZQZ
LSZH;CH;ZRH
WABO;ID;ZRI
CZRJ;CA;ZRJ
WAJI;ID;ZRM
SVCE;VE;ZRZ
VE-0204;VE;ZRZ
MYSM;BS;ZSA
FMEP;RE;ZSE
CZSJ;CA;ZSJ
CEW3;CA;ZSP
DISS;CI;ZSS
CZST;CA;ZST
CZSW;CA;ZSW
NTGY;PF;ZTA
CTB6;CA;ZTB
LGZA;GR;ZTH
CZTM;CA;ZTM
UKKV;UA;ZTR
CAL9;CA;ZTS
UBBY;AZ;ZTU
CZUC;CA;ZUC
SCAC;CL;ZUD
ZGSD;CN;ZUH
OEZL;SA;ZUL
CZUM;CA;ZUM
FMMN;MG;ZVA
AU-ZVG;AU;ZVG
VLSK;LA;ZVK
FMND;MG;ZWA
CZWL;CA;ZWL
AZ-0001;AZ;ZXT
ZUZY;CN;ZYI
VGSY;BD;ZYL
UHSO;RU;ZZO
FWUU;MW;ZZU
KZZV;US;ZZV
